,utterance,request,importance
26065,someone stole password recover,recover_password,medium_priority
26066,u give information delivery options,delivery_options,high_priority
26067,lodge complaint service,complaint,medium_priority
26068,track last order,track_order,standard_priority
26069,would possible change order,change_order,medium_priority
26070,get error try make payment help,payment_issue,standard_priority
26071,tell see invoice,get_invoice,medium_priority
26072,tell request invoices,get_invoice,medium_priority
26073,tell number customer service,contact_customer_service,medium_priority
26074,someone stole password need help retrieving,recover_password,high_priority
26075,problems canceling orders,cancel_order,medium_priority
26076,show cancelled request reimbursement,get_refund,high_priority
26077,track refund,track_refund,standard_priority
26078,know see available payment methods,check_payment_methods,standard_priority
26079,possible check termination fees,check_cancellation_fee,medium_priority
26080,helping speak person,contact_human_agent,medium_priority
26081,profile hacked recover,recover_password,standard_priority
26082,help receive newsletter,newsletter_subscription,medium_priority
26083,create one account single email address,create_account,medium_priority
26084,online account,create_account,standard_priority
26085,register one account email address,create_account,medium_priority
26086,restore goddamn pin code account,recover_password,medium_priority
26087,help payments,payment_issue,medium_priority
26088,ca understand speak person,contact_human_agent,standard_priority
26089,wan na inform problem payment u help,payment_issue,high_priority
26090,want recover password,recover_password,standard_priority
26091,helping contact person,contact_human_agent,medium_priority
26092,would like check invoice purchases ago,check_invoice,standard_priority
26093,help register,create_account,medium_priority
26094,havent got online account register,create_account,high_priority
26095,u give information mail address customer service,contact_customer_service,medium_priority
26096,want file consumer complaint service,complaint,standard_priority
26097,help check long refunds take,check_refund_policy,medium_priority
26098,would like remove something,change_order,standard_priority
26099,u ask agent modify order,change_order,high_priority
26100,online account create one,create_account,standard_priority
26101,update profile,edit_account,high_priority
26102,need help changing order made,change_order,standard_priority
26103,could submit feedback company,review,medium_priority
26104,tell hours client service,contact_customer_service,medium_priority
26105,help recover password,recover_password,medium_priority
26106,got error message tried pay cxard charged anyway notify,payment_issue,high_priority
26107,id like fucking account open one,create_account,high_priority
26108,change user,switch_account,medium_priority
26109,want check anything wrong refund,track_refund,standard_priority
26110,want support user registration,registration_problems,medium_priority
26111,tell know deliveries,track_order,medium_priority
